,name,org,url,pub
1073,Ran Huang,Xi'an Jiaotong University,https://dl.acm.org/profile/99658731386,Trustworthy Device Pairing for Opportunistic Device-to-Device Communications in Mobile Crowdsourcing Systems
1074,Xinyu Yang,Xi'an Jiaotong University,https://dl.acm.org/profile/81413599518,Trustworthy Device Pairing for Opportunistic Device-to-Device Communications in Mobile Crowdsourcing Systems
1075,Julie McCann,Imperial College London,https://dl.acm.org/profile/81100223499,Trustworthy Device Pairing for Opportunistic Device-to-Device Communications in Mobile Crowdsourcing Systems
1076,Paul E. Kennedy,Lincoln Laboratory,https://dl.acm.org/profile/81547898156,Automatic title generation for EM
1077,Alexander G. Hauptmann,Carnegie Mellon University,https://dl.acm.org/profile/81100535010,Automatic title generation for EM
1078,Jian Zhan,Lanzhou University,https://dl.acm.org/profile/81385597217,Towards analyzing Chinese crisis cases spatiotemporally
1079,Lian Li,Lanzhou University,https://dl.acm.org/profile/81384612868,Towards analyzing Chinese crisis cases spatiotemporally
1080,Yongzhong Sha,Lanzhou University,https://dl.acm.org/profile/81351596537,Towards analyzing Chinese crisis cases spatiotemporally
1081,Andres Arcia Moret,University of Cambridge,https://dl.acm.org/profile/99659047996,Open and regionalised spectrum repositories for emerging countries
1082,Arjuna Sathiaseelan,University of Cambridge,https://dl.acm.org/profile/81316490754,Open and regionalised spectrum repositories for emerging countries
1083,Marco Zenaro,Abdus Salam International Centre for Theoretical Physics,https://dl.acm.org/profile/84460081357,Open and regionalised spectrum repositories for emerging countries
1084,Ermanno Pietrosemoli,Abdus Salam International Centre for Theoretical Physics,https://dl.acm.org/profile/81367599379,Open and regionalised spectrum repositories for emerging countries
1085,Sandria N. Kerr,Winston-Salem State University,https://dl.acm.org/profile/81100007606,Reusable C++ code for an electron-phonon simulation
1086,Guanghui Lei,Wake Forest University,https://dl.acm.org/profile/81100482205,Reusable C++ code for an electron-phonon simulation
1087,William C. Kerr,Wake Forest University,https://dl.acm.org/profile/81542448756,Reusable C++ code for an electron-phonon simulation
1088,Saurabh Mittal,MITRE Corporation,https://dl.acm.org/profile/81337491891,Harnessing emergence: the control and design of emergent behavior in system of systems engineering
1089,Yuri A. Kruglyak,V. N. Karazin Kharkiv National University,https://dl.acm.org/profile/81100288752,Algorithm 111: Molecular-orbital calculation of molecular interactions
1090,Donald R. Whitman,Case Western Reserve University,https://dl.acm.org/profile/81100008077,Algorithm 111: Molecular-orbital calculation of molecular interactions
1091,Saurabh Mittal,MITRE Corporation,https://dl.acm.org/profile/81337491891,Harnessing emergence: the control and design of emergent behavior in system of systems engineering
1092,Daniel Roggen,University of Sussex,https://dl.acm.org/profile/81100062927,Electric field phase sensing for wearable orientation and localisation applications
1093,Francisco Javier Ordóñez Morales,University of Sussex,https://dl.acm.org/profile/99659069686,Electric field phase sensing for wearable orientation and localisation applications
1094,Robert J. Prance,University of Sussex,https://dl.acm.org/profile/81430602761,Electric field phase sensing for wearable orientation and localisation applications
1095,Helen Prance,University of Sussex,https://dl.acm.org/profile/81430662062,Electric field phase sensing for wearable orientation and localisation applications
1096,A. Rahat,Swansea University,https://dl.acm.org/profile/99660648553,An interactive tool for enhancing hospital capacity predictions using an epidemiological model
1097,T. Torsney-Weir,Swansea University,https://dl.acm.org/profile/81490691977,An interactive tool for enhancing hospital capacity predictions using an epidemiological model
1098,Sunil Kumar Jangir,JECRC University,https://dl.acm.org/profile/99659068609,"Evaluation of Black hole, Wormhole and Sybil Attacks in Mobile Ad-hoc Networks"
1099,Naveen Hemrajani,JECRC University,https://dl.acm.org/profile/82258726257,"Evaluation of Black hole, Wormhole and Sybil Attacks in Mobile Ad-hoc Networks"
1100,Zheng Li,Queen's University Belfast,https://dl.acm.org/profile/99659579605,Stop building castles on a swamp!: the crisis of reproducing automatic search in evidence-based software engineering
1101,Bartłomiej Dudek,University of Wroclaw,https://dl.acm.org/profile/99659277993,Universal protocols for information dissemination using emergent signals
1102,Adrian Kosowski,INRIA Institut National de Recherche en Informatique et en Automatique,https://dl.acm.org/profile/81318494688,Universal protocols for information dissemination using emergent signals
1103,Minoru Asada,Osaka University,https://dl.acm.org/profile/81100515894,Towards emergence of communication: a cognitive developmental robotics approach
1104,Xiaoxiao Zhuo,Zhejiang University,https://dl.acm.org/profile/99659331960,Time-based adaptive collision-avoidance real-time MAC protocol for underwater acoustic sensor networks
1105,Fengzhong Qu,Zhejiang University,https://dl.acm.org/profile/81453639810,Time-based adaptive collision-avoidance real-time MAC protocol for underwater acoustic sensor networks
1106,Hong Yang,Zhejiang University,https://dl.acm.org/profile/99659332155,Time-based adaptive collision-avoidance real-time MAC protocol for underwater acoustic sensor networks
1107,Yezhou Wu,Zhejiang University,https://dl.acm.org/profile/82858642257,Time-based adaptive collision-avoidance real-time MAC protocol for underwater acoustic sensor networks
1108,L. F. Mathison,U.S. Arms Control & Disarmament Agency,https://dl.acm.org/profile/81385604324,Information handling in an arms control inspection and verification environment
1109,Srinivas Parthasarathy,"Amazon.com, Inc.",https://dl.acm.org/profile/99659667058,Training Strategies to Handle Missing Modalities for Audio-Visual Expression Recognition
1110,Shiva Sundaram,"Amazon.com, Inc.",https://dl.acm.org/profile/99659667890,Training Strategies to Handle Missing Modalities for Audio-Visual Expression Recognition
1111,MinSeong Kim,University of York,https://dl.acm.org/profile/81337490440,Asynchronous event handling in the real-time specification for Java
1112,Andy Wellings,University of York,https://dl.acm.org/profile/81100235181,Asynchronous event handling in the real-time specification for Java
1113,Aman Shrestha,Shanghai Jiao Tong University,https://dl.acm.org/profile/99659906992,Computational seismic analysis of optical instrument structures: Computational analysis of seismic response of wide-field optical spectrograph structures in large telescopes
1114,Daxu Zhang,Shanghai Jiao Tong University,https://dl.acm.org/profile/99659907394,Computational seismic analysis of optical instrument structures: Computational analysis of seismic response of wide-field optical spectrograph structures in large telescopes
1115,Lingyu Zheng,Shanghai Jiao Tong University,https://dl.acm.org/profile/99659906582,Computational seismic analysis of optical instrument structures: Computational analysis of seismic response of wide-field optical spectrograph structures in large telescopes
1116,Nihar B. Shah,Carnegie Mellon University,https://dl.acm.org/profile/81461646996,"Your 2 is My 1, Your 3 is My 9: Handling Arbitrary Miscalibrations in Ratings"
1117,Vikram V Ramaswamy,Princeton University,https://dl.acm.org/profile/99660486379,"Towards Intersectionality in Machine Learning: Including More Identities, Handling Underrepresentation, and Performing Evaluation"
1118,Jing Ma,Auckland University of Technology,https://dl.acm.org/profile/99659283191,Incorporating Chorus Line Effect into a Cucker-Smale System for Fast Manoeuvre Tracking
1119,Edmund M-K Lai,Auckland University of Technology,https://dl.acm.org/profile/99659284137,Incorporating Chorus Line Effect into a Cucker-Smale System for Fast Manoeuvre Tracking
1120,Michalis Papakostas,"University of Michigan, Ann Arbor",https://dl.acm.org/profile/99658677012,A Fitness Monitoring System based on Fusion of Visual and Sensorial Information
1121,Theodore Giannakopoulos,"National Centre for Scientific Research ""DEMOKRITOS""",https://dl.acm.org/profile/81440618760,A Fitness Monitoring System based on Fusion of Visual and Sensorial Information
1122,Vangelis Karkaletsis,"National Centre for Scientific Research ""DEMOKRITOS""",https://dl.acm.org/profile/81100618912,A Fitness Monitoring System based on Fusion of Visual and Sensorial Information
1123,Jennifer Seevinck,Queensland University of Technology,https://dl.acm.org/profile/81100515420,Emergent participant interaction
1124,Ernest A. Edmonds,De Montfort University,https://dl.acm.org/profile/81100163076,Emergent participant interaction
1125,Linda Candy,University of Technology Sydney,https://dl.acm.org/profile/81100029719,Emergent participant interaction
1126,Kushwanth Koya,Sheffield Business School,https://dl.acm.org/profile/99659210772,Measuring Impact of Academic Research in Computer and Information Science on Society
1127,Gobinda Chowdhury,University of Strathclyde,https://dl.acm.org/profile/81100512197,Measuring Impact of Academic Research in Computer and Information Science on Society
1128,John McKay,Concordia University,https://dl.acm.org/profile/81100556078,Algorithm 391: Unitary symmetric polynomials
1129,Yutong Zhang,University of Pittsburgh,https://dl.acm.org/profile/99660781306,Driving Next to Automated Vehicles: Emergent Human-machine Cooperation in Mixed Traffic
1130,Shihong Ling,University of Pittsburgh,https://dl.acm.org/profile/99660782402,Driving Next to Automated Vehicles: Emergent Human-machine Cooperation in Mixed Traffic
1131,Edmond Awad,University of Exeter Business School,https://dl.acm.org/profile/99659109069,Driving Next to Automated Vehicles: Emergent Human-machine Cooperation in Mixed Traffic
1132,Morgan R. Frank,University of Pittsburgh,https://dl.acm.org/profile/99660780667,Driving Next to Automated Vehicles: Emergent Human-machine Cooperation in Mixed Traffic
1133,Na Du,University of Pittsburgh,https://dl.acm.org/profile/99660780127,Driving Next to Automated Vehicles: Emergent Human-machine Cooperation in Mixed Traffic
1134,Ovunc Kocabas,University of Rochester,https://dl.acm.org/profile/81392618642,Emerging security mechanisms for medical cyber physical systems
1135,Tolga Soyata,University at Albany,https://dl.acm.org/profile/81100073037,Emerging security mechanisms for medical cyber physical systems
1136,Mehmet K. Aktas,University of Rochester Medical Center,https://dl.acm.org/profile/99658964382,Emerging security mechanisms for medical cyber physical systems
1137,Victor Romanov,Plekhanov Russian University of Economics,https://dl.acm.org/profile/84758678457,Interactive depth first algorithm for oil transportation emergency response planning
1138,Ilya Moskovoy,Plekhanov Russian University of Economics,https://dl.acm.org/profile/84758718557,Interactive depth first algorithm for oil transportation emergency response planning
1139,Kseniya Grigoryeva,Plekhanov Russian University of Economics,https://dl.acm.org/profile/84758722357,Interactive depth first algorithm for oil transportation emergency response planning
